"","id","type","source","year","simpname","lastname","firstname","middlename","nationality","edu","prof","org","loc","lon","lat","text"
"2111","fr4575","alumni","frei",1900,"supan, e  e","supan","eduard ernst","ernst","ukraine","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Supan, Eduard Ernst. Czernowitz, Osterreich. Deutsch. Reichsangeh. Dipl.Ing. 1905."
"2112","fr4576","alumni","frei",1900,"v tarnowski, c  k","v tarnowski","casimir karl","karl","poland","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"v. Tarnowski, Casimir Karl. Pozarzyn, RuBland."
"2113","fr4577","alumni","frei",1900,"termikirtitschiantz, c","termikirtitschiantz","chatschatur",NA,"azerbaijan","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"TerMikirtitschiantz, Chatschatur. Schouscha, Ru8land. Dipl.Jng. 1903."
"2114","fr4578","alumni","frei",1900,"trenkler, h  r","trenkler","hugo richard","richard","austria","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Trenkler, Hugo Richard. Wien. Dipl.Ing. 1905."
"2115","fr4579","alumni","frei",1900,"trurnit, w","trurnit","wilhelm",NA,"united states of america","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Trurnit, Wilhelm. Menden i. W."
"2116","fr4580","alumni","frei",1900,"tscharnetzki, f","tscharnetzki","feodor",NA,"austria","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Tscharnetzki, Feodor. Kischineff, RuBland ."
"2117","fr4581","alumni","frei",1900,"turaweioff, s","turaweioff","sergius",NA,"austria","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Turaweioff, Sergius. Talowsky, RuBland."
"2118","fr4582","alumni","frei",1900,"upirin, k","upirin","konstantin",NA,"russia","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Upirin, Konstantin. Orenburg, RuBland. Dipl.Ing."
"2119","fr4583","alumni","frei",1900,"v vu, a","v vu","atanasie",NA,"macedonia","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Vovu, Atanasie. VlachoClissura, Macedonien, Tiirkei. Dipl.Ing. 1904."
"2120","fr4584","alumni","frei",1900,"wilder, f  a","wilder","frank alonzo","alonzo","united states of america","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Wilder, Frank Alonzo. Akron, Ohio, V. St. v. A."
"2121","fr4585","alumni","frei",1900,"wojciechowski, m","wojciechowski","maryan",NA,"germany","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Wojciechowski, Maryan. Langenfeld, Posen. Dipl.Ing. 19~4."
"2122","fr4586","alumni","frei",1900,"aars, j  l","aars","jens ludwig andersen","ludwig","norway","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Aars, Jens Ludwig Andersen. Kristiania, Norw."
"2123","fr4587","alumni","frei",1900,"adam, j  w","adam","john wilhelm helen","wilhelm","canada","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Adam, John Wilhelm Helen. Sitoebondo, Nied. Indien, Holland. Dipl.Ing. 1907."
"2124","fr4588","alumni","frei",1900,"albrecht, o","albrecht","otto",NA,"france","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Albrecht, Otto. Zabern, ElsaB."
"2125","fr4589","alumni","frei",1900,"v antepowicz, a","v antepowicz","antoni",NA,"poland","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"v. Antepowicz, Antoni. Lodz, Polen."
"2126","fr4590","alumni","frei",1900,"arnolds, p  h","arnolds","peter hugo","hugo","germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Arnolds, Peter Hugo. Diisseldorf, Preu8en."
"2127","fr4591","alumni","frei",1900,"asiel, j","asiel","joseph",NA,"romania","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Asiel, Joseph. Bukarest, Rum. Dipl.Ing. 1904."
"2128","fr4592","alumni","frei",1900,"atrops, f  w","atrops","franz wilhelm","wilhelm","germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Atrops, Franz Wilhelm. Schwelgern, Kr. Ruhrort, Preu8en."
"2129","fr4593","alumni","frei",1900,"balassanian, b","balassanian","barouir",NA,"turkey","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Balassanian, Barouir. Erzerum, Tiirkei. Dipl. Ing. 1905."
"2130","fr4594","alumni","frei",1900,"baumann, m","baumann","max",NA,"united states of america","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Baumann, Max. Frazersburg, Kapkolonie."
"2131","fr4595","alumni","frei",1900,"bener, j","bener","joachim",NA,"united states of america","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Bener, Joachim. Odessa, RuBI. Dipl.Ing. 1904."
"2132","fr4596","alumni","frei",1900,"bermann, a","bermann","anatoli",NA,"ukraine","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Bermann, Anatoli. Sewastopol, RuB!and."
"2133","fr4597","alumni","frei",1900,"bijdendijk, j  g","bijdendijk","johannes gose win","gose","netherlands","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Bijdendijk , Johannes Gose win us. Rotterdam, Holland."
"2134","fr4598","alumni","frei",1900,"blyth, c  r","blyth","charles reginald haliburton","reginald","ireland","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Blyth, Charles Reginald Haliburton. Kilarney, Irland. Dipl.Ing. 1905."
"2135","fr4599","alumni","frei",1900,"bosse, r  e","bosse","richard erich alfred","erich","germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Bosse, Richard Erich Alfred. Schoningen bei Braunschweig."
"2136","fr4600","alumni","frei",1900,"breitenstein, t  w","breitenstein","thure walter","walter","russia","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Breitenstein, Thure Walter. Merijecki b. Wiborg, Finnland. Dipl.Ing. 1905."
"2137","fr4601","alumni","frei",1900,"breslin, m","breslin","moses",NA,"russia","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Breslin, Moses. Orenburg, RuBJ. Dipl.Ing. 1905."
"2138","fr4602","alumni","frei",1900,"brill, b","brill","bernhard",NA,"romania","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Brill, Bernhard. Jassy, Ruman. Dipl.Ing. 1905."
"2139","fr4603","alumni","frei",1900,"broich, j  t","broich","johann theodor louis","theodor","germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Broich, Johann Theodor Louis Karl. Haspe bei Hagen, Preu8en."
"2140","fr4604","alumni","frei",1900,"chirilov, s","chirilov","serban",NA,"romania","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Chirilov, Serban. Tirgoviste, Rumanien."
"2141","fr4605","alumni","frei",1900,"ciobanu, g","ciobanu","george",NA,"romania","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Ciobanu, George. Godinesci, Rumanien. Dipl. Ing. 1904."
"2142","fr4606","alumni","frei",1900,"cook, h  h","cook","harry h","h","united states of america","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Cook, Harry H. Princeton, New Jersey, V. St. v. A."
"2143","fr4607","alumni","frei",1900,"demetriu, e","demetriu","eugen",NA,"romania","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Demetriu, Eugen. Braila, Rum. Dipl.Ing. 1904."
"2144","fr4608","alumni","frei",1900,"v dzierzanowski, m","v dzierzanowski","michael",NA,"belarus","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"v. Dzierzanowski, Michael. Mogileff, RuBiand."
"2145","fr4609","alumni","frei",1900,"eliadze, s","eliadze","schio",NA,"georgia","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Eliadze, Schio. Casbek, RuBI. Dipl.Ing. 1905."
"2146","fr4610","alumni","frei",1900,"engler, e  g","engler","erich georg","georg","poland","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Engler, Erich Georg. Kotlin, PreuBen."
"2147","fr4611","alumni","frei",1900,"epstein, i","epstein","israel",NA,"ukraine","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Epstein, Israel. Melitopol, RuBI . Dipl. Ing. 1905."
"2148","fr4612","alumni","frei",1900,"eremit, f  w","eremit","fritz wilhelm","wilhelm","germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Eremit, Fritz Wilhelm. Freiberg, Sachs. Dipl."
"2149","fr4613","alumni","frei",1900,"ernst, c","ernst","carl",NA,"poland","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Ernst, Carl. Beuthen, Oberschlesien."
"2150","fr4614","alumni","frei",1900,"faber, a  k","faber","albert karl eberhard","karl","germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Faber, Albert Karl Eberhard. Ludwigsburg, Wiirtt."
"2151","fr4615","alumni","frei",1900,"fairchild, w  a","fairchild","wilfred arnold","arnold","australia","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Fairchild, Wilfred Arnold. Melbourne, Austral."
"2152","fr4616","alumni","frei",1900,"flaccus, a  f","flaccus","adalbert fritz otto","fritz","germany","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Flaccus, Adalbert Fritz Otto. Altenwald bei Sulzbach. Dipl.Ing. 1905."
"2153","fr4617","alumni","frei",1900,"fluhr, r","fluhr","robert",NA,"united states of america","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Fluhr, Robert. Waldsee i. W."
"2154","fr4618","alumni","frei",1900,"v freybergeisenberg, k  f","v freybergeisenberg","konrad freiherr","freiherr","germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"v. FreybergEisenberg, Konrad Freiherr. Allmendingen,"
"2155","fr4619","alumni","frei",1900,"friedrich, e  h","friedrich","ernst hermann","hermann","germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Friedrich, Ernst Hermann. Schmolln, SachsenAltenburg."
"2156","fr4620","alumni","frei",1900,"gaudlitz, h  f","gaudlitz","hans friedrich","friedrich","united states of america","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Gaudlitz, Hans Friedrich. Miigeln b. Dresden. Dipl.Ing. 1907."
"2157","fr4621","alumni","frei",1900,"giillner, d  e","giillner","daniel ernst richard","ernst","indonesia","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Giillner, Daniel Ernst Richard . . Batavia, Java. Holland. Staatsangeh."
"2158","fr4622","alumni","frei",1900,"grewen, w","grewen","wilhelm",NA,"canada","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Grewen, Wilhelm. Schalke i. W."
"2159","fr4623","alumni","frei",1900,"giindel, w  r","giindel","walther richard edmund","richard","germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Giindel, Walther Richard Edmund. Freiberg, Sa."
"2160","fr4624","alumni","frei",1900,"hanenwald, m","hanenwald","max",NA,"germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Hanenwald, Max. St. Johann a. d. Saar, PreuB."
"2161","fr4625","alumni","frei",1900,"hardt, a  r","hardt","albert robert","robert","poland","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Hardt, Albert Robert. Lodz, RuBland. Dipl."
"2162","fr4626","alumni","frei",1900,"heeger, l","heeger","ludwig",NA,"germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Heeger, Ludwig. Landau, Pfalz."
"2163","fr4627","alumni","frei",1900,"heinrich, w","heinrich","walther",NA,"germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Heinrich, Walther. Zwatzen, SachsenWeimar."
"2164","fr4628","alumni","frei",1900,"helmin, p  f","helmin","paul franz joseph","franz","poland","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Helmin, Paul Franz Joseph. Paulusgrube, Kreis Beuthen."
"2165","fr4629","alumni","frei",1900,"heno chsberg, a","heno chsberg","albert",NA,"germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Heno_chsberg, Albert. Worms, Hessen."
"2166","fr4630","alumni","frei",1900,"holland, e  c","holland","evelyn catesby","catesby","united kingdom","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Holland, Evelyn Catesby. SpringheadSchottermill,"
"2167","fr4631","alumni","frei",1900,"ihle, e  g","ihle","ernst georg bruno","georg","germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Ihle, Ernst Georg Bruno. Freiberg, Sachsen."
"2168","fr4632","alumni","frei",1900,"dr inouye,","dr inouye","",NA,"japan","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Dr. Inouye, Vicomte. Kumamoto, Japan."
"2169","fr4633","alumni","frei",1900,"jahne, l","jahne","ludwig",NA,"austria","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Jahne, Ludwig. Klagenfurt, Osterreich."
"2170","fr4634","alumni","frei",1900,"jakowleff, e","jakowleff","eugen",NA,"russia","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Jakowleff, Eugen. Moskau, RuBI. Dipl.Ing.1904."
"2171","fr4635","alumni","frei",1900,"jenssen, l  d","jenssen","lauritz dorenfeldt","dorenfeldt","norway","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Jenssen, Lauritz Dorenfeldt. Selbu b. Trondhjem, Norwegen. Dipl.Ing. 1903."
"2172","fr4636","alumni","frei",1900,"joachimescu, d","joachimescu","demetrius",NA,"romania","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Joachimescu, Demetrius. Ploesci, Rumanien."
"2173","fr4637","alumni","frei",1900,"jorgovici, d","jorgovici","demetru",NA,"romania","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Jorgovici, Demetru. Craiova, Rumanien. Dipl."
"2174","fr4638","alumni","frei",1900,"jungeblodt, e","jungeblodt","engelbert",NA,"germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Jungeblodt, Engelbert. Stralsund, Preu8en."
"2175","fr4639","alumni","frei",1900,"junius, f","junius","franz",NA,"luxembourg","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Junius, Franz. Dudelingen, Luxemburg."
"2176","fr4640","alumni","frei",1900,"kaminsky, m","kaminsky","moses",NA,"austria","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Kaminsky, Moses. Nikolajeff, RuBland. Dipl.Ing."
"2177","fr4641","alumni","frei",1900,"kandelaki, a","kandelaki","alexander",NA,"georgia","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Kandelaki, Alexander. Kutais, RuBland. Dipl.Ing."
"2178","fr4642","alumni","frei",1900,"v karateew, d","v karateew","demetrius",NA,"austria","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"v. Karateew, Demetrius. Artemowka, RuBland. Dipl.Ing. 1905. ."
"2179","fr4643","alumni","frei",1900,"karnauch, p","karnauch","paul",NA,"ukraine","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Karnauch, Paul. Klein Pereschtschepino, RuBI."
"2180","fr4644","alumni","frei",1900,"karpuscheff, j","karpuscheff","johann",NA,"ukraine","","chef","freiberg school","freiberg sachsen",13.341727,50.9128283,"Karpuscheff, Johann. Melitopol, RuBland."
"2181","fr4645","alumni","frei",1900,"karra, w","karra","wasili",NA,"germany","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Karra, Wasili. Kamrat, RuBI. Dipl.Ing. 1905."
"2182","fr4646","alumni","frei",1900,"kaufholz, c  f","kaufholz","charles frederik","frederik","united states of america","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Kaufholz, Charles Frederik. Cleveland, Ohio,"
"2183","fr4647","alumni","frei",1900,"kohen, d","kohen","david",NA,"ukraine","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Kohen, David. Berdiansk, RuBI. Dipl.Ing. 1905."
"2184","fr4648","alumni","frei",1900,"konjaroff, g","konjaroff","georgi",NA,"bulgaria","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Konjaroff, Georgi. Plowdir, Bulgarien. Dipl.Ing."
"2185","fr4649","alumni","frei",1900,"v korff, n  a","v korff","nicolas adolf carl","adolf","latvia","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"v. Korff, Nicolas Adolf Carl Louis Baron. Hasenpoth,"
"2186","fr4650","alumni","frei",1900,"krachter, p","krachter","paul",NA,"germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Krachter, Paul. Annen i. Westfalen."
"2187","fr4651","alumni","frei",1900,"kusnezoff, s","kusnezoff","sergius",NA,"russia","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Kusnezoff, Sergius. NischnijNowgorod, RuBland."
"2188","fr4652","alumni","frei",1900,"de lange, j","de lange","johann",NA,"netherlands","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"de Lange, Johann. Amsterdam, Holland."
"2189","fr4653","alumni","frei",1900,"lewitus, d","lewitus","david",NA,"lithuania","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Lewitus, David. Wilna, RuBI. Dipl.Ing. 1904."
"2190","fr4654","alumni","frei",1900,"lindberg, b  b","lindberg","birger barnabas","barnabas","russia","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Lindberg, Birger Barnabas. Wiborg, Finnland."
"2191","fr4655","alumni","frei",1900,"litwinn, j","litwinn","joseph",NA,"ukraine","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Litwinn, Joseph. Odessa, RuBland."
"2192","fr4656","alumni","frei",1900,"lorenz, k  p","lorenz","karl paul","paul","germany","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Lorenz, Karl Paul. Bockwa, Sa: Dipl.Ing. 1905."
"2193","fr4657","alumni","frei",1900,"mangold, l  o","mangold","leonhard otto","otto","germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Mangold, Leonhard Otto. Greifswald, PreuBen."
"2194","fr4658","alumni","frei",1900,"manussis, j","manussis","johann",NA,"greece","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Manussis, Johann. Athen, Griechenland. Dipl."
"2195","fr4659","alumni","frei",1900,"maranzmann, i","maranzmann","israel",NA,"ukraine","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Maranzmann, Israel. Sewastopol, RuBland."
"2196","fr4660","alumni","frei",1900,"markow, s","markow","salomon",NA,"russia","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Markow, Salomon. Temrjuk, RuBland. Dipl.Ing."
"2197","fr4661","alumni","frei",1900,"matischok, p","matischok","paul",NA,"poland","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Matischok, Paul. GroBStrehlitz, PreuBen."
"2198","fr4662","alumni","frei",1900,"mattievich, e  a","mattievich","emerio alexander stanislaus","alexander","ukraine","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Mattievich, Emerio Alexander Stanislaus. Sewast~pol, RuBland. Dipl.Ing. 1905."
